date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-08-12,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.05,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-13,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-14,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.04,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-15,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.03,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-16,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.02,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-17,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.05,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-18,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.06,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-19,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.09,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-20,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.08,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-21,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.07,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-22,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.08,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-23,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.07,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-24,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.07,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-25,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.08,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
2026-08-26,ORNN-A100 SXM4,global,A100 SXM4,,global,rental_index,on_demand,,,1.06,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/A100%20SXM4/index-history,2026-08-27T17:04:22.475765+00:00
