date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-07-19,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.14,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-20,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.12,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-21,ORNN-B200,global,B200,,global,rental_index,on_demand,,,7.05,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-22,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.9,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-23,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.77,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-24,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.78,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-25,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.7,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-26,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.58,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-27,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.5,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-28,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.45,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-29,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.44,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-30,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.37,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-07-31,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.41,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-01,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.43,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-02,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.33,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-03,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.09,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-04,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.96,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-05,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.84,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-06,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.75,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-07,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.76,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-08,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.73,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-09,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.7,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-10,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.68,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-11,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.71,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-12,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.72,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-13,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.82,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-14,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.0,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-15,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.91,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
